,date,anxiety,closing,entrepreneur,home,startup,bankruptcy,compensation,fired,layoff,tax,benefits,confidence,good,pink slip,unemployment,car,expect,happy,start business,better,worse,future,expectations,interest rate
0,2013-01-06,3,2,1,77,2,4,2,2,0,49,18,1,79,0,13,58,1,18,0,0,5,19,2,4
1,2013-01-13,2,1,0,76,2,3,3,3,0,57,15,1,72,0,9,63,1,19,0,0,4,21,4,3
2,2013-01-20,3,2,1,79,2,4,2,3,1,70,16,2,75,0,7,62,2,21,0,0,4,20,3,2
3,2013-01-27,3,2,1,71,1,3,3,3,1,84,22,2,73,0,11,63,1,19,0,0,3,20,3,3
4,2013-02-03,2,2,1,70,1,2,2,2,1,88,19,1,72,0,7,61,2,21,0,0,4,24,2,3
5,2013-02-10,2,2,0,65,1,4,1,2,1,83,18,3,75,0,10,65,1,26,0,0,3,23,2,3
6,2013-02-17,4,2,0,63,2,3,2,3,1,78,18,3,75,0,9,67,2,21,0,0,3,15,2,3
7,2013-02-24,2,3,1,68,2,4,1,3,0,71,21,2,74,0,9,70,2,18,0,0,5,22,2,3
8,2013-03-03,2,2,0,72,1,4,3,2,0,52,20,1,79,0,11,68,1,18,0,0,4,25,1,5
9,2013-03-10,4,2,1,71,2,4,2,3,0,64,17,1,77,0,7,73,1,24,0,0,3,20,3,3
10,2013-03-17,3,2,0,71,1,3,3,3,0,51,17,1,75,0,6,71,2,23,0,0,3,16,2,4
11,2013-03-24,3,2,0,69,1,3,2,3,1,56,19,2,91,0,7,70,1,21,0,0,5,21,3,3
12,2013-03-31,3,2,0,75,1,3,3,3,1,61,16,3,78,0,11,60,1,25,0,0,4,20,2,4
13,2013-04-07,3,2,0,78,2,4,1,4,0,80,21,2,82,0,7,70,2,20,0,0,4,25,3,3
14,2013-04-14,3,2,0,76,2,3,2,3,1,72,17,3,81,0,7,68,2,20,0,0,4,27,2,5
15,2013-04-21,2,3,1,74,1,3,1,4,1,29,15,2,75,0,8,71,1,22,0,0,3,28,2,5
16,2013-04-28,2,2,1,76,1,3,3,1,0,30,17,2,76,0,13,69,2,22,0,0,6,35,2,5
17,2013-05-05,2,2,1,74,1,3,1,3,1,27,17,2,80,0,9,65,1,25,0,0,4,28,2,5
18,2013-05-12,3,2,1,82,2,3,1,1,0,24,15,2,77,0,5,79,1,28,0,0,4,19,3,4
19,2013-05-19,2,3,1,78,2,3,2,3,1,25,14,1,81,0,8,74,2,24,0,0,4,19,2,4
20,2013-05-26,3,1,1,90,1,2,2,3,0,28,19,2,80,0,17,80,1,22,0,0,5,17,5,4
21,2013-06-02,2,2,1,88,2,4,1,2,1,28,15,1,81,0,8,78,1,19,0,0,5,17,2,5
22,2013-06-09,2,3,1,87,2,2,1,2,1,25,19,1,72,0,10,78,2,22,0,0,6,17,3,3
23,2013-06-16,3,2,0,77,1,3,2,5,1,23,20,1,81,0,8,79,2,27,0,0,4,20,0,5
24,2013-06-23,3,1,1,76,1,2,2,8,1,28,17,2,80,0,8,71,1,21,0,0,3,19,3,4
25,2013-06-30,3,2,1,87,1,2,2,3,0,19,15,1,82,0,6,76,1,21,0,0,6,17,1,5
