,date,anxiety,closing,entrepreneur,home,startup,bankruptcy,compensation,fired,layoff,tax,benefits,confidence,good,pink slip,unemployment,car,expect,happy,start business,better,worse,future,expectations,interest rate
0,2013-01-06,2,2,2,76,20,27,23,22,0,43,11,7,55,0,39,75,0,42,0,42,13,34,0,0
1,2013-01-13,2,6,0,69,0,20,53,30,0,50,16,0,46,0,33,51,0,51,0,7,22,11,0,0
2,2013-01-20,4,3,2,77,20,39,20,22,0,61,16,0,54,0,37,66,0,45,0,38,11,28,14,0
3,2013-01-27,2,4,0,82,22,22,28,22,0,73,19,3,58,0,46,65,10,42,0,23,30,19,0,12
4,2013-02-03,3,7,0,93,22,0,0,22,0,71,16,3,66,0,30,56,0,69,0,39,10,41,0,14
5,2013-02-10,2,4,0,66,26,23,44,39,0,84,17,3,49,0,23,61,7,40,0,33,0,39,11,11
6,2013-02-17,4,3,0,86,20,39,29,22,0,93,10,0,59,0,26,82,7,33,0,30,16,27,0,0
7,2013-02-24,6,11,0,71,19,28,53,37,0,62,4,0,57,0,17,71,0,45,0,32,10,12,0,10
8,2013-03-03,7,4,0,89,57,19,32,21,0,50,16,0,55,0,26,58,6,52,0,26,12,10,0,0
9,2013-03-10,3,4,0,74,18,71,18,18,0,48,17,3,59,0,16,65,0,30,0,33,10,21,0,0
10,2013-03-17,7,5,0,64,23,30,17,35,3,54,16,3,57,0,22,73,0,27,0,15,22,21,0,0
11,2013-03-24,4,4,3,64,0,0,18,18,0,44,22,0,67,0,38,67,9,65,0,37,17,10,0,10
12,2013-03-31,5,4,0,61,0,19,39,39,0,53,10,3,51,0,26,68,0,54,0,30,11,12,0,0
13,2013-04-07,4,4,0,83,49,19,21,28,0,62,9,3,59,0,25,65,6,48,0,19,20,18,0,15
14,2013-04-14,4,2,2,63,21,0,33,36,0,56,15,5,52,0,26,64,0,35,0,16,10,22,0,13
15,2013-04-21,8,2,0,76,0,0,21,21,0,26,16,0,56,0,26,58,6,35,0,32,10,19,12,14
16,2013-04-28,4,3,0,68,22,27,19,0,0,34,15,0,45,0,20,64,7,24,0,37,0,37,0,0
17,2013-05-05,2,6,0,62,20,39,35,0,0,21,13,3,59,0,25,61,7,51,0,31,12,27,11,0
18,2013-05-12,6,4,2,77,44,0,20,20,0,27,26,4,70,0,12,75,0,60,0,25,13,20,11,0
19,2013-05-19,2,0,0,87,0,20,34,22,0,35,19,0,57,0,18,51,14,37,0,41,12,24,0,12
20,2013-05-26,2,3,0,77,19,22,0,0,0,18,10,4,52,0,16,72,0,60,0,27,28,15,0,10
21,2013-06-02,5,4,2,66,21,0,56,0,0,25,15,4,50,0,23,71,6,42,0,42,0,46,0,0
22,2013-06-09,4,4,0,67,0,0,0,22,0,18,10,0,50,0,19,67,6,32,0,32,0,15,0,0
23,2013-06-16,3,0,0,69,19,19,19,35,0,19,11,0,49,0,19,66,7,63,0,43,28,21,0,14
24,2013-06-23,3,2,0,72,19,29,34,28,0,12,14,0,56,0,30,56,0,47,0,27,29,39,0,11
25,2013-06-30,4,2,0,89,0,0,23,20,0,19,16,3,71,0,25,90,0,41,0,17,11,24,11,0
26,2013-07-07,3,4,0,82,20,0,29,59,0,11,13,0,57,0,26,66,0,41,0,41,11,0,11,0
27,2013-07-14,4,0,0,84,56,26,19,19,0,20,12,3,58,0,11,72,0,39,0,29,0,10,0,0
28,2013-07-21,2,4,0,76,20,19,22,20,0,19,14,0,42,0,21,76,13,27,0,40,12,11,0,11
29,2013-07-28,2,3,0,79,21,19,19,19,0,21,12,0,57,0,14,81,0,13,0,42,10,18,10,10
30,2013-08-04,3,5,0,77,27,33,18,24,0,15,12,0,63,0,19,73,6,43,0,15,0,21,0,10
31,2013-08-11,3,2,0,87,20,0,18,18,0,22,13,0,55,0,19,80,0,24,0,15,10,44,0,0
32,2013-08-18,4,2,0,64,21,0,21,0,0,20,12,3,71,0,18,64,6,63,0,47,20,23,10,0
33,2013-08-25,7,2,0,62,30,23,23,36,0,13,16,0,60,0,21,81,6,21,0,33,10,19,10,0
34,2013-09-01,5,3,0,68,72,46,21,33,0,22,9,0,46,0,16,71,6,22,0,28,10,28,0,13
35,2013-09-08,3,3,0,57,0,22,19,33,0,26,10,2,68,0,15,64,0,52,0,34,9,27,9,0
36,2013-09-15,2,2,2,74,0,29,35,0,0,13,14,3,61,0,23,60,0,20,0,23,9,27,0,12
37,2013-09-22,5,3,2,73,23,0,38,26,0,19,12,2,76,0,26,75,0,39,0,18,19,28,0,0
38,2013-09-29,5,4,0,56,17,34,25,17,0,19,12,0,61,0,25,70,6,50,0,41,9,24,12,0
39,2013-10-06,3,4,0,64,45,17,17,17,2,22,18,2,63,0,15,65,6,47,0,38,9,20,9,9
40,2013-10-13,3,2,0,76,0,0,0,17,0,20,19,2,67,0,26,61,11,60,0,32,0,10,0,0
41,2013-10-20,0,3,0,71,16,33,0,24,0,15,21,2,55,0,24,60,6,36,0,31,9,32,0,0
42,2013-10-27,4,2,0,76,31,45,23,16,2,19,18,0,68,0,25,63,0,27,0,22,0,43,0,8
43,2013-11-03,5,2,2,74,16,31,18,21,0,18,15,4,61,0,21,50,5,40,0,32,10,31,0,10
44,2013-11-10,3,4,2,59,16,0,23,16,3,18,10,0,52,0,25,70,0,52,0,41,16,31,0,10
45,2013-11-17,5,2,0,82,15,16,46,16,0,25,9,2,65,0,17,73,0,77,0,32,9,31,8,11
46,2013-11-24,4,5,0,82,31,16,16,23,2,12,12,0,71,0,23,53,5,59,0,11,22,29,0,0
47,2013-12-01,3,3,1,69,0,0,28,14,0,26,9,0,68,0,22,59,5,38,0,41,13,30,13,15
48,2013-12-08,5,7,2,61,15,17,30,17,0,28,8,4,64,0,21,60,10,38,0,18,19,21,11,0
49,2013-12-15,4,7,0,76,32,16,16,35,0,17,8,0,80,0,16,63,0,58,0,33,9,25,12,9
50,2013-12-22,2,4,0,83,22,34,0,17,0,17,7,0,60,0,28,61,6,56,0,27,14,16,9,9
51,2013-12-29,5,5,0,72,15,0,26,28,0,32,9,0,63,0,28,68,5,89,0,55,8,24,0,0
52,2014-01-05,6,15,0,81,31,14,16,32,0,22,17,2,66,0,59,79,5,39,0,20,10,34,0,0
53,2014-01-12,3,5,0,70,46,15,15,17,0,37,25,2,61,0,47,71,0,44,0,37,8,38,0,0
54,2014-01-19,2,10,0,71,0,34,22,15,0,41,15,0,56,0,42,69,10,55,0,39,22,21,0,0
55,2014-01-26,4,9,0,76,20,15,15,33,0,62,16,0,59,0,48,61,0,46,0,46,0,18,11,16
56,2014-02-02,3,14,2,73,0,16,21,31,0,86,14,3,60,0,42,76,5,51,0,27,13,34,9,14
57,2014-02-09,2,10,2,71,17,15,15,15,0,72,20,2,69,0,24,62,0,82,0,31,0,20,0,16
58,2014-02-16,5,8,0,70,46,22,16,43,0,54,15,0,80,0,26,69,0,50,0,42,17,30,9,10
59,2014-02-23,2,6,0,82,0,17,45,18,0,65,12,0,60,0,21,62,0,66,0,45,0,27,8,0
60,2014-03-02,5,4,4,77,29,16,16,31,0,47,17,2,72,0,29,86,5,67,0,29,17,17,0,10
61,2014-03-09,6,9,0,80,0,0,31,0,0,42,15,4,61,0,23,74,5,74,0,29,13,46,8,8
62,2014-03-16,5,5,2,70,16,20,29,18,0,36,12,2,54,0,27,59,5,44,0,47,9,19,0,10
63,2014-03-23,2,5,0,79,16,28,16,16,0,42,15,2,61,0,32,51,0,53,0,26,9,25,0,10
64,2014-03-30,2,3,0,73,27,0,16,23,0,49,14,3,62,0,27,71,5,83,0,43,0,28,9,11
65,2014-04-06,0,2,0,89,0,0,16,16,0,36,16,2,61,0,31,61,5,56,0,40,0,25,9,9
66,2014-04-13,4,3,0,86,22,17,22,25,0,50,16,3,69,0,31,55,6,69,0,40,10,20,9,0
67,2014-04-20,4,2,0,75,15,28,0,27,0,21,19,2,67,0,31,63,5,69,0,29,8,28,0,9
68,2014-04-27,2,2,0,72,16,24,31,0,0,31,15,0,59,0,27,78,5,54,0,30,0,28,9,0
69,2014-05-04,4,6,0,85,21,27,27,27,0,25,14,0,57,0,26,59,0,38,0,22,10,33,0,0
70,2014-05-11,5,6,0,81,20,18,0,18,0,12,14,3,63,0,24,70,19,70,0,44,13,25,0,20
71,2014-05-18,2,4,2,64,24,21,19,21,0,23,8,0,56,0,24,53,26,68,0,26,0,33,10,10
72,2014-05-25,3,4,2,76,21,24,30,63,0,22,6,3,50,0,18,89,7,93,0,36,15,66,15,11
73,2014-06-01,5,2,0,80,20,26,69,0,0,32,9,4,49,0,17,75,7,35,0,25,11,32,0,0
74,2014-06-08,4,2,2,94,0,21,0,20,0,28,11,3,46,0,24,79,0,40,0,40,12,21,0,11
75,2014-06-15,7,0,0,69,0,0,23,31,3,33,13,6,59,0,19,77,7,53,0,32,11,33,0,11
76,2014-06-22,4,2,2,72,0,0,0,79,0,20,16,3,51,0,12,75,13,34,0,24,12,27,0,0
77,2014-06-29,3,2,2,74,22,21,37,37,0,22,12,0,57,0,17,100,7,52,0,26,0,51,0,12
78,2014-07-06,3,4,0,75,41,20,20,23,0,30,11,0,73,0,14,89,0,35,0,39,0,20,0,0
79,2014-07-13,2,5,0,63,20,0,40,81,0,16,7,0,57,0,13,97,0,34,0,21,12,24,0,0
80,2014-07-20,4,2,0,80,20,0,22,0,0,22,13,0,45,0,18,96,14,34,0,27,11,16,0,0
81,2014-07-27,6,8,2,83,0,0,35,20,0,15,9,0,65,0,10,87,0,30,0,30,11,18,0,11
82,2014-08-03,2,2,0,83,35,27,22,20,3,18,7,3,39,0,9,71,7,42,0,35,11,13,15,11
83,2014-08-10,4,3,0,67,21,19,22,0,0,16,13,3,68,0,6,79,0,29,0,26,0,19,0,0
84,2014-08-17,3,4,0,80,19,33,33,0,0,19,11,0,50,0,11,59,0,43,0,36,0,30,14,11
85,2014-08-24,7,7,0,77,40,0,34,0,0,24,14,4,62,0,9,81,0,44,0,37,0,23,0,0
86,2014-08-31,4,2,0,97,44,20,44,22,0,21,15,4,40,0,11,73,0,64,0,23,12,19,14,21
87,2014-09-07,5,3,0,78,21,27,21,41,0,20,19,3,45,0,7,68,0,49,0,32,0,20,0,0
88,2014-09-14,3,2,0,66,21,21,38,24,0,24,16,4,62,0,11,64,15,40,0,40,0,39,0,0
89,2014-09-21,4,5,3,72,20,0,34,30,0,24,19,0,55,0,16,48,10,48,0,34,0,24,0,12
90,2014-09-28,3,2,0,83,33,25,20,22,0,30,10,0,48,0,7,76,0,47,0,27,11,32,11,18
91,2014-10-05,4,2,0,69,20,20,34,20,0,32,13,0,63,0,11,49,7,31,0,28,22,22,11,0
92,2014-10-12,4,3,0,68,39,29,19,29,0,23,10,4,38,0,12,57,0,53,0,17,11,19,0,0
93,2014-10-19,6,3,2,71,0,50,37,32,0,18,7,0,60,0,12,66,7,75,0,29,10,52,14,15
94,2014-10-26,2,2,0,83,21,21,21,35,0,26,10,0,58,0,15,58,0,50,0,35,15,20,0,19
95,2014-11-02,9,4,0,84,0,0,47,28,0,15,21,0,69,0,13,78,14,42,0,35,0,45,0,15
96,2014-11-09,3,5,2,77,28,0,31,36,0,14,7,4,57,0,11,77,7,61,0,47,15,25,0,11
97,2014-11-16,4,4,0,98,0,82,20,20,0,25,22,0,55,0,27,66,0,50,0,25,12,36,11,15
98,2014-11-23,3,3,0,79,43,29,0,0,0,18,8,0,58,0,7,61,7,82,0,51,0,18,0,0
99,2014-11-30,4,4,0,87,22,0,19,39,0,18,16,0,55,0,19,62,7,47,0,20,11,31,0,11
100,2014-12-07,3,12,0,74,0,37,25,19,0,28,20,3,49,0,15,53,10,48,0,57,10,12,10,10
101,2014-12-14,2,2,0,72,40,23,34,50,0,20,8,6,68,0,16,71,0,45,0,41,14,31,12,11
102,2014-12-21,6,2,0,78,23,23,0,34,0,24,8,5,53,0,14,44,8,81,0,23,12,28,0,0
103,2014-12-28,4,4,0,74,0,0,29,0,0,24,11,0,59,0,18,64,7,89,0,34,0,47,14,11
104,2015-01-04,6,5,2,75,24,24,37,37,0,35,20,0,48,0,23,74,6,60,0,25,10,25,0,0
105,2015-01-11,6,4,0,83,21,18,19,28,0,35,19,5,61,0,24,72,9,53,0,44,10,25,0,0
106,2015-01-18,3,3,2,77,18,21,49,18,0,62,14,0,48,0,18,66,6,50,0,41,0,40,10,13
107,2015-01-25,4,7,0,84,24,36,0,0,0,79,15,3,66,0,21,78,12,46,0,49,0,22,10,13
108,2015-02-01,4,14,2,78,20,17,17,34,0,72,15,3,60,0,15,59,0,30,0,50,9,23,12,9
109,2015-02-08,3,7,0,73,17,0,20,68,0,84,12,3,48,0,11,70,15,77,0,60,9,16,0,0
110,2015-02-15,3,3,0,71,0,0,18,0,0,69,14,3,45,0,25,76,6,50,0,46,40,14,0,0
111,2015-02-22,6,10,0,74,0,18,18,18,0,53,16,2,70,0,10,78,12,58,0,43,10,21,0,9
112,2015-03-01,4,7,0,92,30,20,18,20,2,46,11,0,55,0,16,82,6,60,0,36,9,17,0,0
113,2015-03-08,4,5,0,84,0,31,28,19,0,43,16,4,60,0,22,87,0,50,0,31,15,25,0,0
114,2015-03-15,6,3,0,67,0,0,19,17,2,51,12,2,70,0,12,81,0,60,0,27,13,41,0,0
115,2015-03-22,3,3,0,81,24,18,42,37,0,38,18,5,50,0,21,65,6,50,0,41,10,27,0,0
116,2015-03-29,5,6,2,94,48,36,28,27,0,49,15,3,76,0,12,65,0,73,0,22,10,11,10,10
117,2015-04-05,5,2,0,87,26,19,25,26,0,57,13,0,63,0,23,76,6,41,0,44,12,24,0,0
118,2015-04-12,2,2,3,94,19,0,50,20,0,60,24,0,56,0,20,71,7,52,0,39,10,30,27,0
119,2015-04-19,5,6,0,65,27,0,20,42,0,24,11,3,66,0,14,67,6,50,0,35,10,22,10,13
120,2015-04-26,6,3,0,93,100,38,38,0,0,24,12,3,51,0,13,73,6,45,0,32,0,41,0,10
121,2015-05-03,3,2,5,90,0,40,0,26,0,33,14,3,77,0,14,63,7,58,0,44,16,39,0,12
122,2015-05-10,2,2,0,66,0,0,53,23,0,26,18,6,52,0,11,74,20,78,0,31,12,50,12,0
123,2015-05-17,2,4,2,82,20,51,20,34,0,23,19,5,49,0,14,73,7,49,0,32,17,20,0,0
124,2015-05-24,2,2,0,93,0,42,64,21,0,16,13,3,49,0,22,73,14,29,0,29,11,25,0,11
125,2015-05-31,2,2,0,78,21,22,44,52,0,25,14,0,52,0,19,67,0,54,0,20,11,11,0,0
126,2015-06-07,5,2,0,91,23,23,23,23,0,24,7,3,55,0,15,73,7,61,0,41,0,24,14,0
127,2015-06-14,6,4,0,78,0,0,34,40,4,34,11,3,50,0,10,72,0,47,0,27,12,31,21,12
128,2015-06-21,5,2,0,71,26,36,18,36,0,26,9,0,43,0,14,86,0,40,0,31,22,18,0,0
129,2015-06-28,8,3,2,70,16,18,23,16,0,16,9,0,56,0,15,72,6,38,0,35,9,45,12,0
130,2015-07-05,5,0,0,76,33,25,29,0,0,25,14,0,67,0,13,75,6,50,0,15,14,40,0,0
131,2015-07-12,5,2,0,81,16,16,22,24,0,24,13,3,61,0,18,79,6,29,0,29,9,39,0,0
132,2015-07-19,2,3,0,71,0,22,66,25,0,20,10,0,50,0,10,72,6,61,0,17,9,23,9,9
133,2015-07-26,3,2,0,77,29,20,34,25,0,19,13,3,52,0,21,71,0,27,0,36,0,27,9,9
134,2015-08-02,2,3,0,72,24,31,27,18,0,16,12,3,44,0,23,67,12,43,0,34,13,32,0,13
135,2015-08-09,4,5,0,93,18,19,18,18,0,18,10,0,53,0,9,68,6,33,0,24,0,35,0,17
136,2015-08-16,3,4,0,77,23,23,20,69,0,19,13,2,59,0,14,60,0,48,0,21,9,21,0,0
137,2015-08-23,2,3,2,76,0,35,47,30,0,13,15,3,52,0,13,74,6,48,0,30,19,33,0,10
138,2015-08-30,9,3,2,73,0,45,0,17,0,22,17,0,52,0,17,70,6,64,0,70,14,20,0,18
139,2015-09-06,6,2,0,56,19,22,34,0,0,18,16,0,54,0,13,74,6,46,0,40,18,31,0,9
140,2015-09-13,5,2,2,64,22,43,32,32,0,16,11,2,59,0,16,73,6,55,0,30,9,30,15,0
141,2015-09-20,5,2,0,66,16,48,40,27,0,15,11,2,57,0,13,59,6,44,0,27,26,41,0,0
142,2015-09-27,2,0,3,75,15,18,41,15,0,18,9,2,67,0,8,60,0,77,0,45,15,37,11,0
143,2015-10-04,5,0,0,87,0,16,18,16,0,18,9,0,56,0,10,52,8,64,0,36,9,19,9,9
144,2015-10-11,3,2,0,66,16,0,16,0,0,23,16,2,54,0,19,62,11,56,0,22,10,35,0,20
145,2015-10-18,4,4,0,69,16,16,49,44,3,15,10,2,75,0,14,79,6,85,0,23,0,100,0,26
146,2015-10-25,6,4,0,76,0,17,18,17,0,20,18,0,64,0,20,81,0,87,0,39,0,26,0,0
147,2015-11-01,8,4,0,78,16,24,16,0,0,26,15,0,58,0,14,63,5,70,0,27,8,59,0,0
148,2015-11-08,5,3,0,72,16,31,18,31,3,13,14,3,55,0,16,68,0,56,0,40,0,29,23,8
149,2015-11-15,3,5,2,74,16,0,27,21,0,22,16,2,59,0,12,84,5,32,0,30,9,25,8,12
150,2015-11-22,5,3,2,83,0,24,32,16,0,12,9,2,52,0,16,64,0,72,0,36,9,22,0,10
151,2015-11-29,6,3,0,69,15,43,15,31,0,17,8,2,56,0,21,57,10,55,0,42,11,24,0,8
152,2015-12-06,5,2,2,78,0,0,16,0,0,23,10,0,60,0,24,57,8,60,0,35,9,25,0,0
153,2015-12-13,4,3,2,77,16,16,24,0,0,21,11,3,59,0,19,66,11,58,0,33,11,41,9,9
154,2015-12-20,5,0,0,74,32,18,18,18,0,12,6,5,54,0,18,58,0,78,0,27,0,19,0,10
155,2015-12-27,6,4,0,91,18,0,16,46,0,23,15,0,65,0,20,74,16,100,0,32,9,28,0,0
156,2016-01-03,3,6,0,81,0,13,15,15,0,27,13,2,48,0,28,61,7,74,0,27,11,29,0,7
157,2016-01-10,3,9,0,75,21,0,14,19,0,34,9,5,54,0,32,60,4,41,0,34,10,17,9,0
158,2016-01-17,3,4,2,81,0,0,32,22,0,64,16,4,62,0,25,80,9,61,0,31,12,25,8,7
159,2016-01-24,3,4,1,83,17,22,15,19,0,68,12,2,58,0,23,67,4,57,0,50,14,25,7,7
160,2016-01-31,3,4,0,76,17,0,23,13,0,100,14,0,64,0,18,66,0,54,0,24,7,40,0,7
161,2016-02-07,4,5,2,81,0,37,27,12,0,91,10,3,57,0,15,76,0,69,0,32,12,32,0,7
162,2016-02-14,3,10,1,79,15,18,15,14,0,78,8,0,49,0,22,79,9,80,0,35,7,35,0,7
163,2016-02-21,5,4,0,77,0,38,14,12,2,54,11,2,57,0,17,84,4,59,0,30,16,47,9,9
164,2016-02-28,5,3,0,80,0,25,50,14,2,56,22,2,52,0,17,83,0,64,0,32,9,10,0,7
165,2016-03-06,5,7,0,71,26,0,23,29,0,43,14,2,82,0,22,99,9,65,0,43,16,14,12,14
166,2016-03-13,4,5,0,73,0,13,19,25,2,47,14,2,60,0,26,87,4,59,0,44,8,27,0,13
167,2016-03-20,3,3,0,70,13,0,14,14,0,34,13,2,59,0,19,71,4,35,0,33,7,22,0,12
168,2016-03-27,5,3,0,91,12,12,13,16,0,42,15,2,58,0,14,80,4,96,0,28,7,34,0,7
169,2016-04-03,5,7,0,80,0,12,0,18,2,50,13,5,56,0,16,87,21,55,0,21,9,24,9,13
170,2016-04-10,3,2,1,83,39,22,32,19,0,52,10,0,44,0,25,81,0,77,0,35,14,43,0,14
171,2016-04-17,5,4,0,76,13,15,23,26,0,51,12,2,47,0,19,73,7,44,0,42,10,18,9,0
172,2016-04-24,5,4,1,92,0,14,13,14,0,30,13,2,46,0,24,81,4,49,0,36,10,36,0,12
173,2016-05-01,4,2,0,78,22,0,15,15,0,33,19,2,55,0,20,77,4,65,0,37,0,28,8,14
174,2016-05-08,6,3,0,75,14,15,20,15,0,29,9,2,55,0,17,67,5,96,0,28,7,24,0,8
175,2016-05-15,6,5,2,79,0,14,19,19,2,24,16,4,59,0,14,62,9,35,0,33,10,18,7,9
176,2016-05-22,2,3,0,70,18,20,20,30,0,26,11,2,46,0,16,79,7,33,0,29,7,15,10,0
177,2016-05-29,6,3,2,86,19,13,23,13,2,21,15,2,51,0,13,76,0,36,0,36,15,36,9,7
178,2016-06-05,2,3,0,86,26,22,0,13,0,29,11,2,49,0,16,91,4,57,0,31,8,18,7,0
179,2016-06-12,3,1,0,91,0,13,26,19,0,26,11,2,58,0,12,64,4,51,0,35,0,20,7,8
180,2016-06-19,4,2,0,84,18,15,23,15,2,25,13,0,47,0,11,77,0,71,0,34,0,10,0,8
181,2016-06-26,5,3,0,83,17,15,26,13,2,19,10,0,67,0,11,83,0,50,0,27,0,18,0,7
182,2016-07-03,3,3,0,92,0,27,15,24,0,19,14,2,64,0,21,77,5,57,0,25,7,34,0,0
183,2016-07-10,5,1,0,81,15,0,13,13,0,22,9,2,50,0,15,96,4,58,0,22,11,20,0,7
184,2016-07-17,4,3,1,78,13,18,15,23,0,20,13,2,61,0,11,94,5,48,0,23,22,24,0,0
185,2016-07-24,5,3,0,75,13,0,25,23,2,23,11,0,58,0,14,83,4,43,0,39,7,33,0,0
186,2016-07-31,6,3,1,69,13,25,19,13,0,19,11,2,59,0,12,85,4,55,0,35,8,18,10,7
187,2016-08-07,3,5,0,72,13,13,13,24,0,20,7,2,46,0,12,91,7,64,0,30,9,8,0,8
188,2016-08-14,3,6,0,71,14,14,47,0,0,30,10,0,61,0,15,74,9,42,0,16,17,22,0,0
189,2016-08-21,4,7,0,78,23,13,24,27,0,22,8,2,56,0,8,72,5,48,0,37,7,12,0,10
190,2016-08-28,5,1,2,80,22,17,25,13,0,16,8,0,55,0,13,80,4,30,0,15,9,12,0,9
191,2016-09-04,6,2,1,78,25,25,13,25,0,17,12,2,59,0,9,99,4,45,0,37,7,15,7,9
192,2016-09-11,5,4,2,72,0,21,21,18,0,19,8,2,47,0,14,65,4,50,0,39,7,14,8,7
193,2016-09-18,3,4,0,71,0,28,18,13,0,21,11,0,56,0,8,73,0,50,0,23,8,29,0,10
194,2016-09-25,5,3,1,72,0,16,12,14,0,21,13,3,51,0,8,70,4,59,0,37,13,17,0,0
195,2016-10-02,4,2,1,73,12,13,20,17,0,17,13,2,42,0,8,70,0,54,0,18,15,19,8,7
196,2016-10-09,3,2,2,81,25,24,24,16,2,24,11,0,46,0,13,62,8,59,0,27,12,22,0,0
197,2016-10-16,4,3,0,75,0,16,0,24,0,27,12,0,53,0,12,52,4,62,0,29,6,19,6,7
198,2016-10-23,3,3,0,71,12,12,14,18,2,24,16,0,53,0,14,66,8,40,0,23,7,27,11,7
199,2016-10-30,3,4,2,71,12,12,17,32,2,17,10,2,61,0,16,63,4,75,0,37,13,24,7,9
200,2016-11-06,4,3,1,66,0,15,23,12,2,20,12,3,53,0,10,57,8,47,0,20,6,27,0,0
201,2016-11-13,4,1,0,75,0,12,14,14,0,18,15,2,62,0,12,69,4,58,0,33,17,24,0,0
202,2016-11-20,6,6,0,78,17,11,17,17,0,18,11,0,56,0,14,59,0,84,0,38,9,16,6,8
203,2016-11-27,4,2,0,63,0,22,11,19,0,23,16,0,49,0,15,61,0,62,0,28,6,26,8,7
204,2016-12-04,4,4,0,66,15,12,15,16,0,26,18,2,58,0,18,62,0,33,0,30,13,6,0,12
205,2016-12-11,4,10,0,80,13,17,11,17,0,17,12,0,64,0,17,71,4,57,0,36,9,20,0,10
206,2016-12-18,6,2,1,71,23,12,12,22,0,23,12,2,65,0,17,72,4,65,0,44,7,14,7,0
207,2016-12-25,4,3,0,83,27,12,0,39,0,20,16,0,61,0,20,60,12,81,0,26,9,26,0,13
208,2017-01-01,3,9,0,75,13,0,11,33,0,33,14,2,63,0,23,75,6,67,0,32,12,22,8,7
209,2017-01-08,6,19,0,72,11,0,0,11,0,31,24,2,67,0,15,79,0,68,0,32,6,18,0,0
210,2017-01-15,5,9,1,73,11,11,22,31,0,44,14,2,61,0,17,67,9,51,0,36,13,17,7,8
211,2017-01-22,5,16,0,69,0,12,12,33,0,48,16,3,55,0,26,72,4,52,0,31,10,17,0,0
212,2017-01-29,7,4,0,62,22,11,31,32,0,86,16,3,61,0,20,73,8,30,0,36,6,9,6,0
213,2017-02-05,3,11,0,81,11,0,13,33,0,83,10,4,66,0,16,66,15,24,0,23,18,12,7,6
214,2017-02-12,6,5,1,70,0,14,19,23,1,91,11,2,66,0,20,73,7,70,0,39,17,27,0,6
215,2017-02-19,4,6,0,72,12,20,17,17,0,74,13,2,69,0,15,81,6,55,0,41,16,14,0,0
216,2017-02-26,4,5,0,76,15,0,23,10,0,58,12,2,59,0,15,76,5,53,0,26,6,30,6,15
217,2017-03-05,6,4,1,75,11,10,10,21,0,63,18,1,69,0,15,74,4,52,0,28,6,19,11,6
218,2017-03-12,4,37,0,77,11,10,10,23,0,54,13,4,62,0,12,66,9,73,0,40,14,32,5,0
219,2017-03-19,7,7,0,68,11,12,19,23,0,58,12,2,60,0,12,71,7,70,0,31,10,25,0,6
220,2017-03-26,5,5,0,75,10,16,11,15,1,44,16,0,50,0,11,80,7,60,0,24,7,27,6,8
221,2017-04-02,6,3,0,83,12,12,16,16,3,46,16,0,66,0,14,81,7,39,0,39,10,26,6,10
222,2017-04-09,3,3,0,76,12,0,31,17,2,59,15,5,87,0,20,86,4,41,0,31,10,24,0,0
223,2017-04-16,4,4,0,85,15,22,16,20,0,58,11,2,60,0,12,75,10,82,0,29,6,20,6,7
224,2017-04-23,5,1,0,74,13,11,30,16,2,34,11,2,68,0,7,72,4,66,0,34,21,11,0,6
225,2017-04-30,4,2,0,81,11,11,24,15,0,26,15,4,54,0,11,64,7,44,0,20,17,23,0,6
226,2017-05-07,7,3,0,86,12,22,11,48,0,22,11,2,61,0,10,73,4,63,0,36,12,20,6,6
227,2017-05-14,3,5,1,81,16,16,12,36,2,21,13,2,52,0,11,81,8,72,0,31,0,9,0,6
228,2017-05-21,5,3,1,81,11,20,23,17,0,24,13,0,52,0,6,85,4,58,0,32,12,35,0,7
229,2017-05-28,5,3,0,80,13,20,26,21,0,21,12,0,50,0,9,78,0,40,0,22,9,14,7,6
