,date,anxiety,closing,entrepreneur,home,startup,bankruptcy,compensation,fired,layoff,tax,benefits,confidence,good,pink slip,unemployment,car,expect,happy,start business,better,worse,future,expectations,interest rate
0,2013-01-06,3,2,0,85,1,2,2,4,1,49,17,1,77,0,17,65,2,17,0,17,2,28,2,2
1,2013-01-13,1,11,0,75,1,2,2,3,0,45,13,2,68,0,14,65,2,19,0,14,4,22,2,2
2,2013-01-20,2,3,1,79,1,3,3,3,1,66,14,2,71,0,16,70,2,18,0,17,6,25,2,2
3,2013-01-27,2,3,0,82,1,3,3,3,1,90,16,2,73,0,15,63,2,17,0,9,5,31,2,5
4,2013-02-03,2,2,1,72,2,2,3,3,0,84,16,1,70,0,18,55,2,21,0,20,4,31,2,2
5,2013-02-10,2,2,1,77,1,4,2,2,1,66,16,1,76,0,11,69,2,27,0,16,2,28,3,3
6,2013-02-17,2,2,0,74,1,3,3,2,1,83,16,1,72,0,11,68,2,24,0,15,5,27,2,5
7,2013-02-24,2,2,1,75,1,1,3,3,0,56,17,2,82,0,14,63,3,23,0,15,4,28,2,3
8,2013-03-03,2,2,1,81,1,2,3,1,1,57,15,4,68,0,8,69,2,26,0,14,3,29,2,3
9,2013-03-10,2,2,1,74,1,3,1,2,1,50,17,2,71,0,12,59,1,21,0,19,3,21,3,4
10,2013-03-17,2,2,1,70,1,2,1,1,1,56,16,2,71,0,12,74,1,22,0,15,5,26,3,4
11,2013-03-24,4,1,1,75,1,2,1,3,0,58,13,1,91,0,11,73,1,19,0,17,4,26,0,3
12,2013-03-31,2,2,1,79,2,4,3,4,1,58,16,3,71,0,13,63,2,23,0,13,5,26,4,3
13,2013-04-07,2,5,0,79,2,4,4,4,1,82,14,2,70,0,11,68,1,21,0,15,4,38,3,3
14,2013-04-14,1,2,1,77,1,3,2,4,0,64,18,2,69,0,9,70,2,22,0,13,4,21,3,5
15,2013-04-21,2,2,1,77,1,3,2,4,0,33,18,1,82,0,12,70,2,17,0,12,3,29,2,3
16,2013-04-28,2,2,0,74,1,3,3,3,0,29,14,2,76,0,9,61,2,19,0,15,4,26,2,5
17,2013-05-05,3,2,1,80,2,1,2,3,1,24,13,2,70,0,10,68,1,23,0,14,4,20,2,4
18,2013-05-12,1,2,0,79,1,2,2,4,0,30,13,2,74,0,8,71,1,30,0,13,2,23,2,4
19,2013-05-19,3,2,1,79,2,2,3,2,0,31,12,1,78,0,18,71,1,19,0,15,4,23,0,3
20,2013-05-26,2,2,0,80,1,2,1,2,1,26,14,1,73,0,12,72,2,16,0,11,5,24,2,3
21,2013-06-02,2,2,0,83,1,1,2,1,0,24,14,1,81,0,14,85,2,21,0,17,6,22,0,3
22,2013-06-09,2,2,0,84,1,3,3,2,0,26,20,2,69,0,14,81,1,21,0,15,5,30,2,4
23,2013-06-16,2,2,0,79,1,2,1,3,0,28,13,1,69,0,14,68,1,18,0,11,2,25,3,4
24,2013-06-23,2,2,1,84,2,3,2,9,1,31,16,1,72,0,16,70,3,15,0,14,4,26,2,3
25,2013-06-30,2,2,0,81,1,2,3,3,0,24,14,1,73,0,14,63,2,19,0,17,2,26,2,4
26,2013-07-07,2,2,0,81,2,2,2,4,1,29,14,1,72,0,15,75,2,15,0,17,7,19,3,5
27,2013-07-14,2,2,1,87,1,2,1,4,1,27,16,1,71,0,17,77,2,17,0,15,8,21,0,3
28,2013-07-21,3,2,1,79,1,4,2,3,0,35,12,1,69,0,15,74,3,14,0,12,7,22,3,2
29,2013-07-28,2,1,0,78,1,3,3,7,1,55,16,2,76,0,11,75,3,16,0,16,2,25,4,7
30,2013-08-04,2,2,0,76,1,2,2,3,0,25,16,1,72,0,12,69,1,19,0,13,3,24,0,3
31,2013-08-11,2,1,0,74,1,3,2,4,1,25,15,1,69,0,10,68,2,16,0,13,4,26,2,4
32,2013-08-18,3,1,0,69,2,2,3,2,1,27,13,1,74,0,12,68,2,18,0,14,3,19,0,6
33,2013-08-25,2,2,1,77,1,3,1,3,0,18,15,1,72,0,15,62,1,18,0,15,6,21,3,4
34,2013-09-01,2,2,0,71,1,2,3,3,0,22,15,2,84,0,12,77,2,18,0,10,7,24,2,2
35,2013-09-08,2,4,1,75,2,1,2,4,0,27,18,1,72,0,7,72,2,18,0,19,4,22,2,8
36,2013-09-15,2,3,1,74,2,3,3,3,1,28,12,1,80,0,10,60,3,21,0,13,3,28,2,5
37,2013-09-22,2,2,1,70,1,3,2,3,0,22,13,2,71,0,10,68,2,23,0,13,5,23,2,3
38,2013-09-29,2,3,1,70,1,3,3,7,0,29,14,1,76,0,17,68,1,20,0,13,5,28,5,4
39,2013-10-06,2,2,1,74,1,2,3,5,0,28,19,1,75,0,10,58,2,21,0,16,5,26,2,2
40,2013-10-13,2,3,1,67,1,1,3,4,1,34,17,1,69,0,10,57,2,25,0,16,2,28,4,3
41,2013-10-20,2,2,0,74,1,2,3,2,0,28,17,1,76,0,12,64,1,16,0,15,3,21,5,3
42,2013-10-27,3,2,0,75,1,2,2,3,1,28,17,2,77,0,11,69,3,21,0,14,5,31,2,5
43,2013-11-03,2,1,1,74,1,2,2,3,0,24,20,2,71,0,10,63,3,20,0,18,2,33,2,4
44,2013-11-10,2,3,0,75,2,3,2,2,1,23,16,3,77,0,12,66,2,20,0,18,6,22,2,3
45,2013-11-17,2,2,1,74,1,2,2,4,1,27,16,2,73,0,12,61,1,23,0,15,3,29,3,5
