,date,anxiety,closing,entrepreneur,home,startup,bankruptcy,compensation,fired,layoff,tax,benefits,confidence,good,pink slip,unemployment,car,expect,happy,start business,better,worse,future,expectations,interest rate
0,2013-01-06,3,2,0,75,1,4,2,3,0,51,18,1,83,0,11,63,1,19,1,14,2,27,2,2
1,2013-01-13,3,2,0,79,1,4,4,3,1,56,19,1,85,0,10,63,1,20,1,13,3,24,2,3
2,2013-01-20,3,2,0,78,2,4,3,2,0,67,18,2,88,0,10,63,1,18,1,13,3,21,3,3
3,2013-01-27,3,2,1,75,1,4,3,2,0,91,20,1,87,0,9,61,2,20,1,15,3,22,1,2
4,2013-02-03,3,2,0,74,1,5,3,3,0,86,18,1,85,0,8,61,1,20,1,14,2,24,1,3
5,2013-02-10,3,2,0,73,2,4,3,2,0,76,19,2,91,0,7,64,1,29,1,12,4,25,2,3
6,2013-02-17,3,2,0,76,2,4,2,2,0,71,19,1,85,1,8,68,2,21,1,14,4,25,1,4
7,2013-02-24,3,2,0,74,2,4,3,2,0,69,20,1,86,1,8,65,1,21,1,13,3,24,2,3
8,2013-03-03,3,2,0,77,1,6,2,3,0,61,18,1,85,1,9,67,2,21,1,14,3,24,2,3
9,2013-03-10,3,2,0,77,1,3,3,2,0,57,18,1,91,0,8,67,2,19,1,13,2,25,2,3
10,2013-03-17,2,2,1,76,2,4,3,2,0,54,18,2,90,0,9,67,1,20,0,13,3,26,3,2
11,2013-03-24,2,2,0,79,1,5,3,3,0,58,18,1,96,0,8,69,1,22,1,14,3,24,1,2
12,2013-03-31,3,2,0,78,2,4,3,3,0,68,19,2,88,0,8,60,1,23,1,13,3,25,1,2
13,2013-04-07,3,2,0,83,1,3,2,3,0,86,18,2,88,0,8,60,1,21,0,13,3,24,2,3
14,2013-04-14,3,1,0,79,1,5,2,2,0,82,18,2,86,0,8,64,1,20,1,12,4,24,2,2
15,2013-04-21,3,1,0,80,1,3,2,3,0,33,18,2,89,0,7,65,1,22,1,14,3,23,1,3
16,2013-04-28,3,2,0,80,2,3,4,3,0,32,20,2,89,0,8,70,1,22,0,12,3,24,2,3
17,2013-05-05,3,2,0,80,1,3,2,3,0,32,19,2,85,0,7,69,1,26,1,13,3,24,2,3
18,2013-05-12,3,2,0,83,1,3,3,3,0,29,19,1,89,0,8,68,1,27,1,12,4,22,1,2
19,2013-05-19,3,2,0,82,1,4,2,2,0,30,17,1,80,0,7,69,1,20,1,14,3,27,1,4
20,2013-05-26,3,2,0,82,1,4,2,3,0,28,16,2,89,0,7,73,1,21,1,14,2,20,1,4
21,2013-06-02,3,2,0,84,1,3,2,2,0,26,18,1,88,0,7,74,1,20,1,14,3,23,2,3
22,2013-06-09,3,1,0,82,1,3,2,2,0,28,17,1,84,0,8,74,1,21,1,13,3,19,2,3
23,2013-06-16,2,2,0,81,2,4,2,4,0,27,19,0,87,0,7,77,1,26,1,14,2,21,1,3
24,2013-06-23,2,2,0,83,1,3,3,6,0,27,18,1,87,0,7,68,1,21,1,14,4,22,1,4
25,2013-06-30,3,2,0,89,2,3,3,3,0,23,17,1,89,1,5,77,1,24,1,13,3,23,1,4
26,2013-07-07,3,2,0,80,1,3,3,3,0,24,20,1,86,0,8,76,1,22,1,14,3,23,1,3
27,2013-07-14,3,2,0,81,1,4,3,3,1,26,20,1,83,0,8,69,1,21,1,15,3,25,1,3
